"merge.1","merge.2"
-270,-3133
-2412,100
-2743,21
-2118,-3138
-1506,-2416
-1,89
-1090,-2609
-556,-2622
-1390,-2790
-3126,-3231
-963,-3091
-1031,-2436
-545,-1570
-622,-1499
-1348,-2388
-2742,-2967
-1823,5
-2415,-2766
-1312,-2123
-222,-1529
-2804,-3463
-1314,-3478
-2555,111
-1866,-3457
-293,-900
-573,-3266
-788,23
-842,-2160
-625,-3205
-443,-1168
-601,-2465
-2873,-3098
-1208,-2627
-2134,-2209
-148,-1705
-2403,173
-120,-1913
-918,-1174
-1794,-2333
-649,-1526
-1816,-2304
-2459,-3397
-312,-3113
-67,-3125
-189,-2376
-422,-1541
-1642,-2379
-1638,-1782
-2533,66
-531,-678
-1163,-1821
-1426,-2513
-2753,-3078
-2733,-3396
-1122,-3074
-207,-1934
-1331,-2781
-990,252
-561,-921
-2829,-2900
-1202,-1484
-989,-1773
-1772,54
-116,-1272
-286,-2718
-420,-2765
-1814,-3159
-627,168
-2515,-2952
-172,-2628
-2172,-3436
-190,-291
-2252,-2901
-551,-1632
-1337,-2616
-117,-3409
-1804,-2624
-303,-2737
-1573,-2023
-2301,-2502
-1345,-2881
-2396,-2768
-628,-766
-284,-1652
-1162,-3161
-2251,-2382
-307,-1376
-1832,-3300
-1552,-2553
-869,-1439
-62,-1226
-1308,-2014
-1245,-2648
-2185,-3312
64,86
-322,144
-3041,-3401
-203,-634
-698,-953
-354,-2991
-1969,-2447
-1175,77
-620,-3493
-2835,-2990
-2681,78
-233,-2219
-296,-1134
-1501,-1516
-455,-2387
-1034,-3105
-1133,-1867
-147,-380
-1225,-2477
-1925,-3415
-1589,43
-564,104
-754,72
-957,-2235
-2069,-3288
-288,-2223
-2246,-2538
-3029,124
-1768,183
-559,-2854
-1911,-3460
-1403,-2521
-1492,-2918
-539,-1374
-1280,-1651
-939,-1496
-935,-1291
-510,38
-2142,-2926
-1139,-1491
-2821,-2906
-1965,-2310
-2788,-3364
-1324,-2983
-3277,171
-3051,-3452
-2686,-3208
-2722,-2929
-1161,-2308
-1703,-2227
-2897,-3170
-15,-2966
-1948,-2009
-2902,-2989
-434,-1006
6,27
-1857,-3302
-991,-2479
-650,-3416
-2937,-2969
-383,-3151
-2432,-3027
-970,-1700
-1197,-2526
-2579,-2604
-811,-2128
-1398,-3183
-943,-3142
-904,-2165
-10,-150
-742,-1752
-2700,-3348
-2363,-2419
-1502,-1853
-337,-631
-3015,-3423
-1017,-3347
-1468,-1653
-1836,200
-230,-2711
-1049,-1953
-430,-1154
-2293,-2472
-54,-979
-591,-1640
-3157,32
-831,-2005
-1136,-1238
-1259,127
-2238,-3374
-301,229
-488,-1820
-612,-2351
-583,-764
-3185,52
-1377,-1488
-2534,-3215
-1682,-1941
-2473,62
-1346,-1685
-668,-930
-1219,-1847
-407,-2909
-1530,-3226
-1062,-1466
-2863,24
-1684,210
-419,-673
-335,160
-1044,-2665
-1336,-1735
-2740,224
-261,357
-115,-2741
-473,-3368
-2423,-3319
-1423,-3139
-2168,-2325
-1016,-1096
9,20
-2421,-2914
-2763,116
-557,-618
-1597,-2520
-1679,-2306
-2661,-3099
-1537,-2757
-2339,-2666
-783,-1565
-576,-1718
-1084,-1544
-433,-609
-1023,19
-2205,-2207
-2865,-3332
-72,-2877
-1247,-2113
-244,-660
-3431,312
-655,-1388
-535,-1636
-143,-1698
-2826,338
-1283,-1829
-1277,-3376
-128,-617
-632,-3259
98,178
-149,-3375
-2138,-2979
-2588,165
-130,-1190
-154,-1155
-749,-2058
-361,-785
-3005,-3358
-2352,-2535
-1310,-2630
-1386,50
-2992,147
-2745,-3163
-695,-3219
-2213,-2934
-1252,-2837
-1397,-2372
-2084,-2228
-1025,-2893
-1891,-2511
-77,-2370
-1514,-2762
-1943,-3007
-792,51
-1418,-2176
-1389,-2968
-2994,-3058
-1610,-2750
-86,-3085
-600,-942
-1874,-1978
-2292,-2545
-332,-1213
-709,-2872
-1180,-3466
-1800,-2080
-127,-1879
-64,-3412
-1281,-3480
-2290,-3153
-585,-2443
-132,-1743
-555,-653
-2320,-3188
-2549,216
-2335,69
-1964,-2114
-2957,-3278
8,390
-1041,-3075
-196,-1173
48,227
-2671,45
-28,-3038
-1901,-2962
-91,-1176
-1206,-1446
-474,-3067
-2677,-2713
-471,122
-1383,-2358
-782,-3420
-2988,-3204
-2841,-3207
-1517,-1822
-2495,411
-1841,-3318
-452,-938
-1153,278
-916,-1975
-1078,-3079
-52,-2773
-1979,-3383
-2091,-2719
-1097,-1132
-1880,-2874
-1290,-2429
-101,-467
-472,-2032
22,114
-619,-1129
-206,-2240
-369,-705
-1955,-2993
-3447,378
-182,417
-1982,-2625
-1581,-2760
-183,-386
-1282,-2082
-1379,-2471
-2105,-2497
70,254
-1579,-1660
-765,-2694
-1481,-2606
-1863,46
-3211,113
-2912,340
-246,-2272
-681,-1894
-923,-2166
-410,-1344
-708,-1004
-2171,-3443
25,76
-155,-3470
-3057,-3387
-3182,456
-2256,-3083
-2183,-2866
-2828,-3023
-940,-3399
-245,-3476
-675,4
-2778,-3047
-2174,-3464
-696,-3418
-164,-1274
-1477,-3110
-1731,-2597
-1461,-1922
-3314,196
-2868,-2896
-2319,-2674
-568,-1912
-855,-1343
-1535,-3069
-2077,-2716
-381,361
-825,-1392
-2318,-2938
-2819,359
115,228
-242,-2127
-917,-2861
-2748,106
-1930,-3301
-2302,-2690
-2411,-2632
-702,-2208
-2359,-2809
-1515,1
-439,-2592
-611,-3425
-2599,141
-1232,-1243
-1594,-2759
-144,-715
-1892,-2706
-1182,-3100
-999,257
-2056,-3351
-316,-3165
-1926,-2923
-68,-2586
-70,-2405
-265,-3428
-2364,-2573
-2328,-2680
-2232,-2965
233,395
-1470,291
-2147,-2274
-3342,580
-3127,364
-3369,-3417
-90,-3011
-135,-1715
-2182,-2558
-345,-2997
-163,-623
-2355,-2844
-1444,-1673
-2098,344
-1828,-3385
-2186,-2362
-1125,-3039
-448,568
-106,-1320
-1885,-2092
-6,-641
-2792,-3210
-955,-2392
-1298,-1605
-683,-2410
-756,-3394
-2972,12
-3292,90
-2458,-3092
-658,-1817
-776,-2341
-427,-832
-770,-3073
-1420,549
-3479,152
-2659,-3240
-2311,158
-1275,-2366
-2148,418
-275,-1630
133,187
-138,-2678
-2407,-2879
-2159,30
-1102,-1956
205,313
-567,-861
-579,-2724
26,379
-597,-2664
34,83
-497,-2115
-777,-3233
-238,-1574
-327,-2552
-3024,-3162
-1350,-2229
-2568,209
-285,-2180
-922,211
-1603,204
-1733,-3459
-2998,155
-408,-3109
-910,-3333
-359,-1831
-96,-1505
-2296,-2527
-46,-2162
-503,199
-2400,265
-2330,-3359
-1903,-2409
-2422,110
130,247
-775,-1325
-3086,68
-784,169
-298,-2857
-482,-757
-1373,-1883
-2177,-2300
-161,-2633
-1888,284
-165,-1101
-1486,-2717
-2870,218
-758,134
-2564,-3137
-575,-1167
-644,-2855
-1485,-2283
-374,-1740
-1909,-2654
-669,-1158
-306,-2349
-1094,-3077
-1928,-3419
-1877,-3121
-438,-814
-676,-2144
-2547,-3441
-339,-2374
-388,-447
-1072,-1222
15,376
-1578,-1958
-1076,-1719
-3270,136
-718,-3432
-94,-1809
-289,142
-25,-2880
-736,-2476
-1833,92
-1253,-1898
-136,-2156
-2775,289
-218,-1590
35,217
-1742,-2830
-1366,328
-212,-2433
-1266,-1300
-97,-2060
-243,-2215
-2212,-2582
-48,393
102,193
-1399,242
-118,-2078
-2859,-3006
-1450,-3315
-1113,56
-2933,105
-809,-2263
96,140
-1756,-2898
-2133,421
-1074,678
-2345,-2789
-594,-2230
-677,-1566
-1189,234
-2685,236
-3059,39
-177,-1380
-416,-2943
-449,402
-1181,-3201
-103,-109
-1584,232
-1675,-3296
-259,-1217
-1962,-2491
-185,342
256,315
-1980,-3230
-877,-1027
-713,-2823
-2277,-2321
-2155,551
-549,-651
-187,-967
-3214,61
-1906,-2951
-139,-1727
-507,-626
-3382,410
202,396
-258,-1209
128,649
-23,-3371
-1019,-1293
-1619,-2999
-1643,260
-2046,-2892
-3186,-3350
-3408,460
-20,446
-1440,-2867
139,185
-336,103
-738,389
125,314
-1412,121
41,59
-1868,71
-1793,500
-1730,-2749
-1030,-1223
-432,-3033
-197,-2647
-3045,325
222,415
-1152,294
-1960,-2903
-1994,-2876
-480,-2971
-1329,-1870
-297,381
-2122,-3473
49,194
-2361,-2530
-209,-2550
-1818,157
129,238
-1760,-2644
-1744,-3322
-2298,-2679
-2217,496
-2475,201
-1649,-2617
-2203,282
-1746,653
-344,-2738
-210,-1112
-1056,-1587
208,388
-1012,-1316
-2187,-2478
-428,-684
-3290,287
-1917,170
-1604,349
-1211,79
-1472,88
-468,-1135
-2500,-2560
-119,-2801
-2262,-3028
-2584,197
-565,463
-1296,629
-3021,163
-3316,-3430
-2907,782
-616,-1522
-232,-2922
-437,-937
-856,-2490
-834,-2602
-156,55
-621,-2143
-1001,-2329
-759,-1414
-292,-2508
308,635
-39,-186
-45,-2460
-2381,-2960
11,212
-2173,-2417
-231,-2377
-1207,-1229
-1729,470
-1500,164
-202,-425
-2041,-2699
-1970,-2294
-532,680
-897,-3063
-205,-2499
-295,613
94,293
-1286,-3274
292,337
-1586,-2814
-1706,-2631
65,175
-2949,267
-180,352
235,526
-1801,-3352
-2257,108
-1258,-2598
-280,283
-849,-1591
329,628
-1655,-2669
-131,-1126
-1668,-3144
-414,-3009
-2248,-2975
-569,-806
-1593,-2179
-2751,565
156,264
207,243
-357,-1897
-1691,-1893
-57,-890
-701,-1549
-1018,-3495
74,750
-2309,776
-2211,330
-2707,-3160
-2391,-3081
-902,-2445
-1365,575
-2673,150
-2249,-2799
138,403
-3379,652
-1358,-1602
137,286
-1230,-1285
-88,58
-837,154
-547,-1341
-1805,591
-961,-3482
-73,-638
-847,-1035
-1422,-1452
-864,-2008
316,414
-846,131
132,331
-1557,335
-1254,-2199
-1036,307
-1188,269
-1066,-1967
-986,119
-56,490
-1391,-2236
-3320,281
-924,-1095
276,483
-2414,-2721
-176,-2822
191,530
-871,492
-87,-400
-223,-1110
-1360,-2161
350,518
-688,-2958
-645,-2062
-934,189
-1246,-3089
-1130,186
-1720,-2794
-1510,-2125
-463,-2111
-1860,469
-1460,-2470
-748,-3194
-276,-1681
-2931,-3366
-2767,87
-372,-511
-1896,-3155
-1144,-2509
-1608,-3084
-1736,798
-2884,509
151,442
-3,-2570
-3025,-3244
277,648
-896,416
-334,-1292
-863,-3228
-47,-2736
-704,-2970
-582,-586
-1851,-2108
-403,-874
-780,305
491,795
-2824,978
-358,-3187
-320,-1236
149,457
-1721,-2798
182,271
-647,-946
-417,-1999
-2853,-2856
-3330,82
-341,-2537
-40,-1335
-952,-1871
-475,633
-1487,426
-1268,398
-882,-2657
-2651,816
-2139,-3235
-66,-3012
-60,-3030
-1029,-3061
-3346,-3373
433,532
-1986,435
192,353
-1410,-1556
-1533,177
-2643,495
-2399,-2913
-3118,251
-364,-1646
-228,885
-2621,884
-891,-1141
-2466,566
-8,-2467
-26,-1695
-1672,-3361
-395,-1644
-633,-958
-3260,554
-418,-2917
-2164,-3132
-1406,-2842
-2334,-3106
-1454,334
480,695
-2317,425
-2258,333
-1812,-2668
-1489,-2282
-32,263
-2289,179
-496,-2035
-3258,-3485
-1645,-2242
-2016,181
-2563,392
-2839,298
-2834,-3108
-1436,-1575
-250,385
-945,546
-526,-574
-302,-391
-2386,279
-1408,-2720
-2940,285
-1777,-3429
-191,1013
-379,-498
-2200,-2670
-2061,44
-200,-1753
-308,-1147
-2548,-2784
-2539,118
-1624,603
-518,587
-998,-3391
-1045,-3179
-1227,188
29,419
161,351
-2057,409
-692,-2194
225,444
-1267,-3248
-2946,-3192
-827,-1077
-1802,345
449,974
-1560,700
-2936,135
-423,-1709
-690,-2154
-1702,-2636
-378,-3398
-390,-3222
-3243,493
-213,-2833
-110,-2518
-49,1036
-1055,-3123
-2512,-2820
-1811,-3141
-1861,-2316
-1002,145
-2276,-3381
-1231,-1284
-294,-1848
-216,-854
-14,-3172
-747,-3386
-3442,482
-18,230
-2076,408
-2346,-2408
213,430
-435,-578
-2327,-3474
-3271,679
239,465
-3253,-3392
423,501
-2034,-2250
-541,-2697
-1349,-3062
-1438,630
-3120,672
-84,407
-2783,488
-722,-2067
-734,-1319
-315,-826
-767,541
-774,-3043
-1776,-3446
-1309,405
-1165,-2348
-1121,172
445,819
-2153,453
306,710
-83,-636
-3018,259
-3036,302
-3048,760
-1671,970
-1697,-3372
-343,-881
-1456,-2505
117,592
-976,-2101
-640,-1033
-469,-3494
-1670,-3237
-1248,-3122
-262,-693
63,693
84,244
-1607,-1808
-458,-3305
-2004,-3448
487,550
-3306,255
-2878,443
-3403,250
-456,-1957
321,924
-1257,539
-1929,810
-255,434
-2451,459
-1732,295
-1241,-2175
-2843,-3326
-2635,81
-421,486
268,422
-1194,-3490
166,670
-1887,146
-1195,322
-1328,-2571
-3407,733
-3224,272
-1306,-2845
-950,998
-1003,-1378
-2948,42
-801,-3327
-121,-3146
-1795,360
-889,-1990
31,755
355,879
-915,-1989
-247,-1313
-2956,-3218
320,745
-1330,527
-1387,-2380
-2001,466
-3241,-3486
-711,274
-1020,373
57,369
-1339,980
-2404,-2982
220,226
-699,-2265
-371,-572
-2397,688
-2947,450
176,967
253,769
-105,-1000
-2260,691
-2596,310
-2312,1056
-2278,-3176
-1359,-1858
-560,-608
-351,-415
-2761,275
-3354,497
-1228,719
290,545
-1469,-3054
-1239,-2033
-833,370
-1576,574
-2540,-3152
-102,-3449
270,280
101,919
478,498
-1157,53
476,829
-375,-1568
-2954,-3068
-1914,-2850
436,969
529,813
-2525,600
-3313,504
-927,-2580
-1559,877
109,266
-1674,910
-663,-3003
366,1183
375,937
-299,-3111
231,512
-1523,206
-179,502
681,1045
-2323,-2498
-2214,-2543
-75,-1843
-752,-2083
-325,-1289
-2390,452
261,304
-1807,-2696
-703,-1701
454,484
-686,-1192
-726,-3197
481,812
-1483,513
-2090,-3001
-2066,-2758
-248,-360
-584,-2398
-460,-1087
-1611,397
-933,-2601
567,1137
309,475
-356,-2645
112,854
-50,-329
-1905,1012
-3060,646
-1650,-2641
-2356,1199
-3156,221
-1634,75
-353,-382
-1184,-2094
-252,758
-1658,-2109
-3336,634
-982,584
341,637
-1480,215
-3483,461
-113,-2593
-1734,262
-1525,737
-3227,869
-508,-913
741,853
-804,-2776
668,990
-941,258
-347,-477
-662,-2887
-1545,-2454
33,223
-919,517
-996,726
336,380
-1490,564
-1995,339
-1204,-3158
-1334,538
-63,-587
-159,-914
-829,-2266
-995,1002
214,354
-2427,-2561
-1042,-2024
-848,-2481
-450,-2504
-512,-3251
468,608
-392,-2587
-71,95
-3056,448
-1385,-2237
-214,107
-2141,977
-925,686
-1789,-2676
-1509,-2106
612,1344
-1747,-2280
-1844,-2070
180,722
-199,-1937
-522,-1170
-1886,-1920
-3285,890
-1609,240
455,606
-1265,651
-1810,-1949
-2224,-2683
-111,-3340
-873,-2042
-493,-3234
-2389,682
-1149,-2121
311,785
296,938
-2107,544
-2629,-3180
-2220,-2284
-816,766
363,850
-808,-2438
-1595,-1916
-1951,939
-211,-1093
-2093,-2618
-866,614
-1935,-2944
-1791,-2045
-1942,1096
-370,-1022
-365,-2201
-1214,-2244
699,716
-1543,-2920
-3339,288
-122,303
-1105,-1551
-1728,-1876
-2556,659
-841,1108
-89,-1520
467,1050
-413,-984
-762,621
-201,-277
-2273,-3325
-2725,485
-1159,-1637
153,965
-1425,-3321
-239,-2322
932,1093
569,620
-424,-3178
-2385,-3324
-2234,-3236
-1755,-1775
167,297
552,856
577,796
-1203,-3000
-2440,-3424
-839,-2206
-721,-3308
-570,-1710
-2243,675
-972,-1476
-745,-1974
-465,-802
-1606,143
-1738,-3469
-1677,-3472
555,718
-2371,-3035
-553,-2167
440,607
-2653,878
249,942
-599,956
-3487,248
97,803
-99,-857
598,1076
-1806,1168
-1683,16
625,851
-1512,-2326
516,1135
-108,-3072
-220,-888
332,437
-55,-123
-2331,-3221
-1323,317
451,834
-431,-2190
-1109,-1641
-521,-1787
-3488,525
-3337,1024
-166,-229
-2930,-3471
241,1112
-157,-1478
195,1103
-1676,-2195
-35,-1759
-237,-487
-24,-2600
-818,-1200
184,1180
-1172,-1362
-3370,356
-217,-2976
-2469,542
299,519
-537,-1183
-1271,431
-1882,-3462
-731,602
-1103,-2557
742,972
-1099,-1692
-2787,756
-253,654
-593,514
-1511,792
-1769,-2501
-672,669
-787,-1437
-3310,479
-2204,-2701
-146,703
-173,-3334
400,824
-69,-949
-988,-3171
237,966
-324,1143
-710,-2607
-2806,-3356
-3046,894
-2846,640
-2950,-3331
-2151,406
-333,783
-2395,561
-1244,-2886
-366,801
-760,-3032
-215,775
318,462
946,993
-367,-2818
-876,1115
-1140,1007
570,739
-3345,-3450
-2394,927
-224,-1931
586,1247
-506,-1191
-3140,540
-2189,773
420,727
-1463,-1519
-2649,-3275
-13,-314
-2303,327
-240,-3283
427,599
857,1512
-1351,832
148,774
-751,99
174,643
994,1066
-2188,605
367,471
-1059,-1723
988,1419
-1332,-1429
559,1001
-1900,438
-3239,464
528,898
-385,-2734
371,724
-1065,-2197
-3131,-3297
377,510
582,767
639,725
-1971,747
707,738
748,892
-1629,-1786
-2036,1099
-219,903
-2344,-3304
-2132,-2712
729,1088
-1599,1353
663,809
-153,494
-1263,-2254
-394,-1946
-283,-2071
-2019,-3166
387,636
-2426,-2996
-1198,-3202
-671,895
-1612,67
-1766,664
523,1077
596,1381
-2418,717
-1618,-2905
-53,-2832
-843,-2152
-1838,524
-819,503
-516,1200
-1665,-2073
-3052,1535
324,372
-1114,-1664
-36,-635
323,594
-479,1488
506,1049
386,1040
841,1064
80,991
507,694
-1748,583
-2785,-2786
-2595,950
-481,-2808
-2222,-2728
-520,-2984
-1416,-1845
-1985,-2575
-305,-3173
882,934
-1657,-2031
368,558
-1451,-2012
-1493,-2225
-3247,1339
-875,-1364
-1361,1332
-2594,1063
-824,-1433
-2444,429
198,1242
-279,684
571,1087
-1561,1107
1000,1326
126,563
-1761,382
-1088,-3053
-2663,-3164
-893,-2583
-74,-2695
-349,-732
660,1194
-2899,-2995
123,955
-65,912
-602,-1983
781,984
1071,1555
394,1124
-973,588
-3284,347
-2536,531
-2038,578
-674,-2050
-1064,661
-1118,-2102
873,1187
-2,-1417
-2963,1215
-1235,-1459
573,811
589,697
-1413,-1507
-208,399
-486,-2723
-1424,-2117
-331,-2891
706,961
601,1144
765,844
1123,1502
-81,447
-300,-700
-2007,731
-607,-2755
348,473
-1722,-1764
1174,1259
-596,-1546
537,1065
-328,-3129
713,985
-1060,1377
-171,-484
-1104,-2852
-604,-1212
391,901
-170,1603
-43,-969
-1301,1008
-1081,-2340
-3002,1147
-2022,432
-637,-2313
-409,-3004
-1354,973
883,958
-1663,845
-2241,-2295
-951,-2305
-3013,736
-321,-2531
642,1617
-534,-2739
-1834,692
-2474,1473
-1518,-2894
-840,401
-723,1320
721,826
581,1206
-3468,553
902,1634
-1453,1038
720,751
874,1153
219,830
-501,-1531
162,273
-461,1059
-1850,840
-3329,1501
-145,-2494
-2656,1105
533,1390
-956,941
-528,-1411
804,929
891,1051
374,656
-1648,-1839
245,886
-1242,893
-2928,1280
1209,1268
557,1570
705,1114
-1037,-1479
-1404,-2746
662,842
-1754,-3458
708,1252
-1098,-2085
-2955,-3112
-281,1475
-2875,1351
548,1458
91,788
930,1307
-1106,-3136
-2268,1352
458,1068
522,723
-2124,-3107
711,1057
-188,-2569
-464,689
-907,-3293
-2869,1235
-1987,-2420
-1689,-3434
-2365,-3130
-1762,1179
-719,-2779
673,860
-5,-1302
-29,-2029
-3094,791
-79,1052
-3238,849
-495,1254
1081,1158
-1304,1136
-174,383
1224,1643
-737,-2343
-911,953
952,1514
-665,1021
-227,-1288
-61,-2803
515,1303
837,1130
-590,-985
-682,1132
-2811,1125
-2815,-3456
1025,1494
728,870
-1495,-1852
-269,-1442
-195,-3481
-2413,-2514
1301,1685
-994,-1482
-1075,1592
-107,1260
-1363,-2486
-794,-974
704,1310
777,1070
-800,-1662
1085,1356
-3191,677
-3453,1726
-441,-1240
-310,-2146
-1353,696
547,616
823,944
-1527,-2693
439,833
-2025,-3150
624,1192
474,1402
-868,887
-1415,1304
-2485,590
-725,-2836
-1919,-2572
846,1060
744,1278
-1908,520
301,917
-368,-2977
-1694,-2086
-2864,793
1240,1403
441,787
-1749,960
-1940,-3209
1146,1196
657,1383
-761,-2805
-505,1082
-558,-2480
-1798,922
-3281,1109
-1992,1186
-462,-791
743,1646
-1007,949
-1563,734
-1614,-3309
-2393,839
-517,-1151
-1704,1134
690,1098
-2559,815
899,923
-646,562
-1534,-2652
-894,-1342
-707,365
-260,-1996
632,875
-3477,1404
-272,-3445
1244,1287
-884,1015
1028,1170
-2603,831
-2157,-3252
-2524,-2692
671,1288
1010,1478
-2640,687
358,740
702,1238
709,1637
-2941,749
900,1225
-1233,-2281
-1107,-1830
1166,1188
-2672,1236
667,1037
799,1323
-867,-1927
800,1627
-1558,-1895
784,1442
806,971
-810,808
-1448,-2367
807,1004
300,560
610,658
-685,-3439
-2097,-2702
676,1222
1031,1292
424,615
1100,1289
343,1026
-2401,1029
951,1734
-204,797
-741,759
1092,1113
-3380,1043
-446,-2441
404,1193
-753,-1716
-11,-2608
-31,-2714
-1069,1121
489,1331
940,1295
-3390,1190
802,1564
-3016,-3268
-1669,-2523
-1741,-2030
1117,1736
1456,1561
595,835
779,915
-1626,-2463
-3014,1650
611,1160
-1322,1837
617,1149
190,1481
-2889,933
-2551,-3249
-287,-1218
655,1290
-1273,-1521
-124,-968
384,638
-1739,-2574
-319,1360
-2064,-2492
-2612,-3145
868,1014
-1297,-2810
-494,770
-1234,1302
505,1500
-3451,1505
-3190,1315
997,1513
-51,1239
1118,1277
852,1141
1559,1641
1053,1324
-1687,-2980
-442,936
246,1417
-1063,-1435
-459,947
-1128,945
1560,1657
-2145,-2169
-3037,876
556,1438
-581,-2353
836,1042
-1145,1676
-1758,-3400
-820,-2267
1359,1621
-1598,-3066
1211,1273
-588,-3311
-2089,1746
-12,-193
1212,1263
-95,1451
-1255,-3492
93,1375
921,1237
-630,-2226
-478,604
-126,1574
626,1572
319,1202
-254,975
1184,1440
-451,1203
-533,-2006
-1061,346
-1070,1089
1219,1680
-2192,-2271
867,983
-2184,-3378
-1567,-2825
-798,-2921
-1750,1730
905,1232
926,931
989,1061
-3299,1758
814,999
1249,1521
-1108,1486
585,753
-2591,1583
-1370,1510
-1471,412
1223,1588
-1196,-3411
-1562,1649
-1923,1667
-2449,-3323
-1825,-2791
-3262,1197
362,1522
-140,-3193
981,987
1191,1228
-2882,1408
-1261,-1751
-489,-755
701,847
-1014,1067
957,1181
-2964,1205
1313,1612
-2488,1335
631,1399
650,1485
-786,1006
976,1041
1032,1506
-1395,-3022
-1622,-2037
-845,1581
-3216,1780
-1947,1428
1226,1742
1348,1373
-34,-3096
-936,-2149
1027,1221
641,986
-225,855
-2026,1126
-162,-2087
-1878,1654
-1164,1496
623,754
-1498,772
-2585,771
1102,1122
-1633,1671
-406,-1166
-920,1764
1246,1525
1299,1349
1133,1382
-401,-2100
-85,-2546
1274,1707
-2210,1152
828,880
-1138,1566
-346,925
-2468,1005
-2662,1864
1314,1747
203,1644
-772,1340
1030,1253
979,1347
-2314,-3444
-274,752
-3338,-3437
768,1154
1047,1648
-1013,-2777
954,1436
-160,-1938
1058,1279
-2081,-3101
-603,1666
-3168,1405
1011,1469
-3405,593
1563,1695
1094,1661
1529,1550
1378,1922
-1797,820
-256,-536
-491,-1873
1459,1620
-2848,1306
685,1281
1526,1539
-629,1600
1120,1387
-3147,1072
-926,996
-2522,477
-387,-571
1461,1582
-1199,645
1128,1569
1090,1379
1322,1435
712,1576
326,1499
1291,2011
413,579
1039,1258
963,1557
