"merge.1","merge.2"
-1971,-4659
-3319,-3685
-2352,-4717
-1491,-2278
-3004,-3167
-644,118
-810,-2608
-708,-2319
-682,-4634
-1973,-2513
-4306,116
-459,62
-1216,-2126
-1480,-2375
-1728,-4964
-1177,-1622
-1739,-4813
-1269,-2652
-1585,-2887
-2725,-2780
-427,-950
-3398,-4607
-3186,-4589
-1963,307
-200,-3089
-1616,-2246
-4353,-4590
-746,-1938
-2415,-3050
-478,-1220
-1158,-1677
-1441,-4285
-1661,-1947
-683,-3048
-2819,-4856
-3828,-4830
-1181,422
-836,-4183
-2402,-2971
-1072,-1749
-4719,-4995
-599,-2734
-975,-3557
-118,-1990
-3368,-4898
-458,-3584
-55,-3621
-2973,-3991
-1085,-3112
-1715,-2975
-4267,-4973
-715,-1110
-1354,-4148
-443,-1814
-268,-545
-1009,348
-940,-1448
-694,-3205
-815,-4350
-1992,-3116
-2552,-2701
-1524,-3237
-180,78
-2084,160
-615,76
-2038,-2182
-4507,-4613
-1811,-4796
-3852,202
-2086,-2413
-860,-1795
-837,-1962
-2312,-4731
-4347,-4970
-2503,-3683
-1248,-3689
-160,-539
-3018,-3287
-2283,-3144
-1519,-4713
-3760,7
-630,-3052
-1986,-2343
-639,-1147
-2299,57
-216,-3240
-3781,162
-1726,-4777
-1063,-3826
-1612,-4330
-2822,282
-972,-1604
-901,-3659
-2368,-2383
89,186
-295,-2481
-1592,-4365
-3575,-3713
-1263,-4204
-3222,-4480
-797,-1077
-7,-4869
-3463,274
29,60
-818,-2736
-449,-3022
-3159,-3172
-187,-4939
-2339,-4396
-477,-822
-1088,-2831
-2262,-3990
-134,-3188
-4583,-4668
-1546,-3109
-1233,-2684
-740,-4052
-641,-1968
-419,-3560
-916,-1062
-2456,-4533
-1942,-4209
-2746,335
-2572,-4293
-2600,-3065
-600,-3973
-1699,-1816
-1119,-1925
-3136,-3707
-215,-624
-1257,151
-2001,-3097
-1678,-2585
-3479,-4678
-2159,-3135
-4157,-4832
-2883,28
-2527,-4275
-1141,-1697
-4178,-4262
-1880,-4608
-2195,-4153
-883,-3301
-502,-1747
-4083,-4398
-1007,-1500
-421,-4907
-4211,-4543
-3825,-4799
-627,-1079
-2797,-2873
14,165
-2546,-2639
-3860,-4753
-1547,-2008
-3203,-4298
-20,193
44,97
-463,-2288
-1086,-1307
-309,-2995
-396,-1886
-2058,-2620
-899,-2494
-411,-2047
-3512,-3568
-2786,63
-2138,-3601
-714,-1095
-2886,-3383
-2119,-4051
-1432,48
-3206,-3728
-1042,-3595
-674,-3362
-1195,-3562
-2804,-4521
-228,-4326
-903,-2169
-4244,-4683
-3722,-4494
-31,-362
-29,-534
-4055,-4201
-876,-2516
-2732,-3187
-1649,-3447
-81,-3462
-1586,-2098
41,95
-4009,32
-866,-1615
-182,-3019
-3656,-4100
-2788,-3312
-1442,-3281
-355,-1183
-4599,-4742
-279,-2733
-327,45
-1841,-3350
-921,-1264
-2249,-4958
-2023,-3993
-1595,-1687
-3181,-4212
-12,-2418
-192,250
-107,-237
-26,-4610
-2139,-4831
-4193,-4460
-2387,-3509
-781,-1911
-1445,-2452
-291,-3262
-4233,-4806
-1361,-4224
-112,-4677
-670,-2091
-488,-1663
-2167,17
-1407,-2530
-542,-4013
-328,-4450
-1920,-4137
-2358,-2976
-4250,-4502
-353,-989
-287,-3989
-249,-2523
-1197,86
-1867,-3930
-591,40
-454,-1503
-526,-2338
-1013,181
-4358,174
-3548,-3945
-721,-1159
-2449,-2811
-888,-1901
-2512,296
-4335,-4436
-3740,-4703
-1921,-1943
-2067,-3189
-3891,427
-3333,-4404
-784,-4705
-3377,100
-3604,-4108
-2613,-4682
-1655,-2967
-3284,271
-296,-2605
-1708,-4143
-2455,-2460
-1226,-2211
-838,-2192
-1278,-3535
-2554,-4715
-2655,-3375
-2479,-3269
-2279,-2504
-2435,-3938
-2095,-3130
-123,-2425
-334,-4972
-2209,-4623
-2977,-3493
-4022,-4207
-33,-2792
-2227,-4885
-520,-3686
-4516,201
-108,-122
-957,-3690
-1151,-1887
-3762,279
-1719,-3391
-3796,-4111
-4161,-4171
-819,-3963
173,354
-2066,378
-36,-631
129,249
-360,-3942
-261,-1627
-4710,137
-209,-571
-623,-3768
-882,-1956
-1640,-4050
-285,-1855
-2587,-4982
-2093,-2961
-2337,-4112
-4684,163
16,113
-3137,-3914
-573,-675
-3128,-3771
-1958,-4337
-2933,-4086
-3309,247
-4327,-4511
-1511,-4611
-2103,-4868
-1081,-1094
-475,-3749
-767,-3329
-580,-1994
-72,-2923
-2275,-2411
-3267,-4619
-2265,435
-2784,371
-2591,-3703
-1394,394
-1049,-4855
-814,-3341
-3536,-4735
-2719,-2996
-748,-3238
-1717,5
-2314,264
-1356,329
-917,-1312
-2253,-2844
36,109
-1945,-2566
-377,-4540
-2385,-4279
-2141,395
-1080,-3117
-1182,-4989
-1936,-3855
-2757,-4826
-308,-3276
-2399,-2958
-1879,693
-1272,-1654
-1777,-2764
-3017,103
-1926,-2073
-1848,-4045
177,409
-1328,-1761
-111,-2683
-2229,-3182
-2745,333
-365,-2750
-445,-2145
-3811,358
-2930,324
-907,-2079
-3072,293
-4419,175
-2450,-3922
-1618,-4029
-356,-3034
-2491,-3524
-4370,257
-2177,-4656
-2396,-3928
-14,-94
-434,-1933
-4894,298
-2984,43
-2297,-3335
-1163,-4066
-676,-1718
-1162,-4265
-6,-1696
-685,-4645
-511,53
-4860,258
-18,-374
-4934,49
-1536,-1961
-1115,-4184
124,266
-549,-3917
-3343,-4248
-1112,-3517
-1005,-3715
-3381,448
-1160,-1245
-191,-329
-1931,675
-2447,143
-2018,-2604
-798,-3490
-4308,-4409
-496,-509
-852,-1161
-1949,-1988
-351,-1397
-1707,-3036
-490,385
-4166,-4223
-1327,-4692
-946,-2366
-420,-3320
-653,-1666
-2467,-2656
-1496,340
-3948,-4427
-589,-4959
18,244
-3582,-4788
-169,-2417
-84,-3442
-494,192
-764,-3348
168,397
46,94
-1893,-4228
-2232,-4109
-1260,-4433
-3485,-4346
-2290,65
-2233,-3409
-311,-3164
-256,-3957
-1364,-4509
-165,-1000
11,111
-3709,-3902
-1890,-4150
-4421,-4688
-3583,-4547
-247,-2798
-2759,-4824
-333,393
-4442,10
-302,-2161
-4249,268
-227,-3829
-4609,56
-335,112
-1214,-3646
-1578,283
-2116,235
-1952,-3750
-1939,-3163
-885,-4364
-3277,-4905
-737,-2908
-497,-1698
-2357,-4867
-2999,-3935
-1464,-2689
-68,-2803
-70,-3849
-2738,-4573
-2342,552
-2950,-4904
-788,-2953
-3864,-4437
-363,538
-2180,-3070
230,544
-3898,224
-3288,-4771
-4333,-4624
-2879,365
-2597,-2783
-2393,-3679
-4079,-4489
-1543,-2778
-3294,-3983
-1492,-2934
-1857,-2735
-890,-949
-3822,-4825
-2478,-4214
-1651,-3939
-1830,-3454
-2476,-3784
-944,312
-1384,311
-4322,336
-3286,-3472
-2381,407
-550,-1515
-284,-1626
-1884,-3032
-854,433
-553,-900
-4378,-4794
-2643,-4120
-3675,-3988
-4580,-4789
-3002,90
-1231,-3139
-910,-3525
-2199,233
-2471,-4592
-1213,-2586
-270,-3541
-3790,-4062
-636,297
-4344,-4943
-1194,-3451
-2355,-2434
-3194,184
-3221,483
-3486,19
-3290,-3371
-2014,-4555
-2866,-3615
-2816,-4338
-4266,428
-677,-3519
-1067,-4900
-1296,-2763
-2237,-3602
-1644,-3323
-4351,529
-301,-2731
-993,-4716
-2506,304
-226,-4699
-381,-1846
-280,-2868
-4282,-4864
-3403,-3425
-179,-2808
-1180,-3437
-4544,434
-529,-1002
-393,15
-3869,204
-1217,-2962
-4101,294
-485,-4221
-1431,516
-577,-1690
-671,-4664
-1202,-2218
-1122,-4525
-723,-4400
-340,-793
-3306,-4271
-1912,-4019
-2042,-3082
-1605,146
-24,-3593
-54,-3440
-207,141
-1332,-2718
-1022,-3899
-325,-3166
-724,-1335
-258,-765
-736,-2398
-293,-939
218,261
-2917,-3400
159,191
-274,-3809
125,216
-121,-1542
-2949,-4840
-1148,-4187
-4263,-4466
-1169,-4458
-1977,431
-2582,592
-1497,-3882
-1377,-3607
-688,-4049
-260,-3955
-1365,-4532
-4169,532
-568,666
-4566,553
-386,-4546
133,712
-2468,-4170
-727,-2499
-413,-4965
-3040,156
-3921,119
-945,-2687
-2767,-4708
-4550,-4951
-2535,-2616
-4429,-4857
-3110,64
-1173,-1304
-2036,-3672
-4014,176
-1466,-3460
-758,-2497
-1199,-4515
-4454,234
-3075,-4880
-1121,-3658
-1066,-4865
-1471,-3859
-1035,-4815
-1171,-4761
-1020,-2632
114,782
-4816,300
-868,-4696
-1453,-3564
-49,-612
-278,-2557
-787,-915
-2545,364
-985,-1277
-1807,-3624
-2454,-3699
-4046,309
-978,8
-632,-2384
-384,-606
68,187
-1778,-4990
-969,-3931
-3812,-4130
-175,262
-4472,190
-1135,596
-1785,-2125
-3131,-4846
25,591
-2705,-4028
-2596,-4689
142,462
-794,-2107
-106,-3529
-2123,-2179
-3080,-4834
-2860,26
-1021,-4969
-629,-4875
-366,-1457
-990,-1250
-3190,-4031
-1554,759
-1282,291
-1058,-4523
-2020,-4138
-4374,-4510
-998,907
-1772,35
-1972,-3457
-1504,-1568
256,284
-2561,-3603
-4537,-4896
222,350
-1537,-2305
-596,37
-1017,-3786
-1611,-4015
-3432,-4820
-457,-3099
189,337
164,374
-1087,-1567
-1555,-3735
-2193,-3239
-3119,-3211
-1155,50
-2006,-3866
-4177,412
-4451,629
-881,-2252
-2401,255
-1275,-4305
-1309,-2025
-4462,843
-25,-3999
-2756,196
-1621,84
27,206
-1805,641
-241,-2111
-1976,-3629
-1003,91
-4270,80
-1562,-4778
-1392,-1564
-628,684
-3158,-4380
-167,-4694
-3231,-4739
-1271,-3098
-832,-1284
-1632,-4413
-4888,265
-4393,-4956
-4392,240
-3998,399
-2963,-3875
-2136,-2537
-2649,73
-1558,-3502
-538,-4125
-1700,-2515
-2029,-2902
-1123,-4548
-1998,-2889
-1756,30
-4312,-4632
-3764,398
-2812,-4938
-4817,223
-834,-4096
-516,-4559
-2269,203
-1620,-1652
-462,-482
-2665,-3596
-1561,-3531
-3435,-3588
-1190,-3654
-1396,59
-223,-4942
-3252,900
-2965,254
-562,-968
127,214
-48,-3924
-833,-2470
-966,-3514
-330,-483
527,557
-3204,-3422
85,775
-848,-1193
-857,-4955
-2573,408
-2715,-3321
-2231,503
-1905,-3694
-2223,971
-1400,639
-1060,-1368
-602,-3888
117,508
-1398,-1598
-4706,-4915
-2133,-2714
-4074,259
-3782,642
-584,-3794
229,648
-1601,-4801
180,574
269,737
-1636,-3865
-73,-3873
-646,-4950
-1103,-4024
-4908,182
-4529,-4754
-101,-4497
-4341,-4886
-2880,-4798
-1590,-4053
-371,-505
-1371,-2431
-1139,-4240
-829,-3214
-849,-2321
-131,-2226
-1858,-3698
-634,-2124
-3138,-4139
-1420,-2754
-196,-1150
-4257,-4911
-1345,-3226
388,1102
-594,902
-2862,678
-1668,-2894
-1101,-3073
-2037,-4127
-3806,323
-1414,-4459
87,325
-2993,361
-498,-1748
-948,-1186
-2281,-4030
-3532,-3815
-1484,-4866
-2144,-4642
-2219,-4276
528,726
-3496,-4440
-4313,150
-1134,-3895
-809,-3997
-2790,831
-1914,-2128
-2927,169
-2610,-3473
-1286,280
-447,-510
-83,-4142
239,1144
-4661,746
-82,-1716
-2045,-4947
-2108,-3824
-733,-4612
-307,-1376
-1424,-4828
-3243,658
-660,-1826
-1204,-4572
-2129,-3833
-408,-1054
-220,-4260
-995,-2918
-2137,-3539
-976,-3567
-2842,799
-1415,-2982
-1954,157
-3265,-3838
-4038,632
-605,472
-44,-1714
-4587,-4591
-1940,-4004
-4182,-4239
-791,-3653
-21,-2706
-4190,-4606
139,328
198,215
-1645,-3235
21,618
-1082,-4238
-2027,452
-713,-1646
-807,-4643
558,835
-130,-1979
-4658,-4936
359,706
-3639,-3876
-512,-2685
-60,487
-1473,-3887
-1946,-2770
-1109,-3648
-3641,-4539
-212,-3916
-1198,278
-924,568
-399,-1036
-1280,-2015
-1965,-3900
-3940,-4063
-2607,-3772
-1222,-4465
-2598,-3316
-1385,-4747
-3148,-4882
-3696,-4401
-4622,345
-1300,-2769
-2142,205
-491,-4785
-4287,1049
-1650,-3636
-3872,-4581
-3721,758
-3808,540
-1256,-1792
-560,-1770
-4339,-4431
-193,-3700
219,545
-1451,819
-2033,-3571
-2,-4199
-3245,-3369
-299,-1113
-1722,83
-4481,-4723
-1114,171
-1018,-4691
-343,-669
188,430
-4158,-4457
-1701,-2120
221,227
-4348,-4842
-2061,61
-1733,-1822
-559,-2859
500,849
-1587,-3611
-1642,-2647
-4003,-4222
-1877,-2505
-357,-1964
-1127,-2101
-2579,287
-173,-667
-3247,145
522,579
-2092,-2235
-318,-1321
-3883,709
-696,-2382
-4681,-4899
276,301
-4838,-4845
-1634,220
-2100,-3336
-718,-3039
-289,-2881
-1311,-2441
327,751
-865,-4056
613,1149
-1532,-2749
-1337,-4467
-4679,-4751
272,465
-1876,-4766
-1422,-4553
-2459,-3952
-970,-4206
-3984,-4617
67,108
443,571
-717,811
-1024,-1837
-436,-1455
-4435,-4937
-3153,-4724
-211,-373
-1399,-2244
-1172,-3677
-2852,-4734
-1859,-3613
-3625,273
-754,-1523
-892,356
-2970,74
-2919,-3642
-1808,-2298
534,604
-2876,-3965
-3229,-3342
-732,-1763
210,211
-3968,47
-2477,-4231
-4876,1181
-2650,-4469
-484,459
-376,-3542
-1898,-3246
-4217,-4745
-85,-2405
-481,-1499
-244,-3208
-140,-2443
-785,-3934
-1989,70
-4653,155
-745,319
-432,-4097
-1031,797
-3523,-4852
357,1192
-133,551
-3738,136
-515,-2969
-456,-2847
-156,382
366,379
-3314,-3578
-2207,-3844
-4345,-4389
-4781,753
-856,-3550
-3570,-3667
-2634,-3300
-168,167
-97,1130
-4518,-4650
-3260,-3712
-521,-2562
-1229,-1948
-2900,-3966
-1823,-4227
-3704,106
-315,-2215
-3986,389
-4264,449
-2486,-4892
-4757,-4957
477,780
-2793,-3389
295,505
-141,-3372
-4181,-4895
58,830
-1667,-2350
-871,148
-1704,441
-390,-1389
144,945
-2407,-3360
-1656,-4328
-2614,-3470
-1342,-3251
-961,-2637
-3549,-3553
-3373,-4601
290,838
-2077,179
-1833,-4654
-3733,-4985
-80,-433
-158,-233
-110,-1259
-964,-4005
-2041,-2628
-2114,-4758
607,975
-2645,880
-440,-3522
-4704,791
183,965
-1556,-2228
-3197,-4117
-152,-783
-2196,-3949
-4595,-4992
-804,-4968
-503,-3881
-1869,-3059
-2690,-4280
-1174,236
-177,-3870
-124,1019
-1044,-2599
-2855,-4760
-1882,-2392
-1783,-2636
-164,-2800
-926,-3445
-3788,733
-643,-4281
-3787,756
-4633,566
523,619
-617,-3031
-1353,-4277
-3364,-4524
152,720
-3219,128
-728,-3711
-1897,535
-3152,-3401
-183,-1498
-221,-1258
-1875,-3199
-1358,-2367
-1762,845
208,609
-782,-2380
-3495,-4099
-288,-2200
-519,-701
-3104,873
-1196,-2376
-222,-1295
-936,-4818
-2906,-3108
-3280,373
-9,-2818
-2682,578
-648,-4822
-1957,598
-4526,584
-2959,384
-3572,225
-40,-625
-2913,330
178,921
-3127,199
-4377,509
550,583
-4082,754
-908,-1319
-1339,-3511
-3801,-3851
123,344
-3778,-4384
-1799,-2063
-2570,-3503
-3969,121
51,740
-585,-3540
341,646
353,859
-3616,245
-1528,-4110
-2762,-3275
-1899,-3176
-1285,-1773
-2165,-3129
-3407,-4967
-1462,-2699
-1903,-2502
-1089,-3076
-1624,-1724
372,630
-796,-1557
-2301,-2547
231,334
-1347,423
226,984
-423,-4376
-3008,-4792
-1078,260
-248,-1363
-725,-983
-332,-2659
-1633,-1788
-1098,383
-658,-1091
-461,644
96,582
482,802
-3848,-4986
-4909,318
140,789
-235,-3537
-3739,-4554
-5,-2577
238,512
-1170,212
-864,-1209
-3155,-3268
338,762
-1215,-4121
-4343,476
-3886,-4912
12,563
-4360,-4567
-1108,-3273
248,906
-2848,-3577
-4530,857
-2419,-4010
-298,-1436
-904,510
-1059,-1766
400,766
-1210,-4676
-769,-4075
-1360,978
-4261,628
-508,-1472
-2345,-4930
-2160,-3546
-493,-1665
-933,-1481
-1301,-2187
-1577,-2664
93,986
-2203,-2422
81,590
-3396,-4426
577,1042
-3091,402
-2828,-4750
194,664
-1166,-2768
-2412,1015
277,929
-540,-1709
-663,-803
721,985
-3747,979
403,814
-2805,464
-4058,492
-3504,916
285,368
-2325,1050
-2936,602
-2663,-3757
-2081,-2303
-405,955
-1606,-2062
-1435,-4129
-873,778
-2629,-3521
-3115,305
-2085,-3802
-46,-1184
-1517,-1813
-4988,1082
166,747
-3357,841
-178,-2551
-1266,-4584
-3078,637
-1318,-2498
-1262,320
-973,-1827
-528,-768
-2255,-3847
481,485
-2109,-3095
-965,923
-1812,-4176
-161,-3840
209,560
-2364,502
-3434,656
-199,-3067
-659,-4574
-2028,-3390
185,1069
-3650,387
-4929,207
-2558,-4146
-1039,-3480
-2567,-2583
-95,-3297
-3370,429
-273,-2669
-662,-3905
-132,-4652
-1839,-2051
-1960,-2711
-64,555
-1584,-3766
-1485,-3054
-464,872
-930,-3910
-184,-656
-3633,691
-757,-3058
-2789,463
-1588,761
-4805,1183
-1074,1314
-2149,1305
-2197,-4315
413,1100
-283,-775
-389,1096
130,774
-2166,-3111
-43,-4119
-707,-1630
-1993,-4017
-548,-2825
-1679,-4423
-1206,-2457
-536,-4252
-1681,-3932
-543,461
-3492,1259
-1959,-4173
-259,-3345
-4614,-4686
-1323,-3296
-2221,-4893
351,1382
-4662,719
-1047,690
303,1369
-3805,-4273
-2335,-4479
-971,1420
-99,-1910
-2183,-2974
-1032,798
-3133,-3620
-1447,-3361
-448,172
-4090,-4115
-2341,450
-923,-2989
-1881,-4225
33,587
120,1520
-3763,893
-4674,-4997
-4416,727
-922,839
-257,421
-847,-979
-2372,-2480
-4292,-4808
-1851,1283
-4255,898
-4245,-4709
-428,-1283
-2775,-3599
-1804,-4220
-1793,-4241
542,1488
-1227,1036
-388,-3257
-1200,-1658
-3132,-3674
-401,-3744
-1326,-3193
-555,-2635
425,1134
310,1099
38,436
-887,-1452
-776,-870
306,1118
-2421,237
-4464,-4488
-1782,-2400
-3154,-4508
-1083,-2300
-4578,800
-2168,-3909
-4542,647
-2021,-3423
667,861
-704,1225
138,217
686,771
132,478
-2266,-3064
72,1001
-1254,-4034
161,943
-3299,-3868
-1230,456
-1294,339
34,134
-155,-4528
561,1127
-2672,-2717
-1409,1417
-146,-2264
308,676
-4012,922
-2674,-4195
-2484,-3975
-78,-799
-202,683
-3792,170
-3041,547
-1070,-1239
-3464,1304
-2594,-4649
292,1094
154,1059
-4369,1364
-790,537
-2316,491
-1273,-2040
419,519
-372,960
-2653,1379
-575,-4301
-3748,367
-1908,-4303
376,713
-4999,1189
-3157,406
-655,-4284
-1026,-1372
-1343,-4768
-1529,-4983
-525,1372
-1290,-4802
-3854,1487
-2580,601
-2012,-2994
-1866,688
-1251,-2869
-618,-4701
-3896,-4008
954,1313
-453,-4027
-1236,498
-2543,-3421
-3516,270
-195,1026
-533,-567
-3885,-4932
-2378,1017
-350,-3500
-1140,286
-2002,-2509
-1675,-2024
961,1196
-3655,1257
499,554
-2212,801
-1176,-2539
-4314,-4640
-76,809
-3191,-4334
-4149,1606
437,1218
-4744,-4926
-1131,927
627,885
-4105,331
549,1018
-1142,-2511
-1784,-3978
1055,1208
-2752,-3478
-2326,1748
-2055,909
-2105,-3598
-1046,-2937
-2064,-2943
-1281,599
-4483,-4588
-3037,242
332,1381
-1,-2662
-4927,54
539,674
-2925,362
-4191,650
-4520,147
-4302,471
-2638,823
251,440
-4810,1123
391,451
360,812
381,652
-3049,-3552
-2846,-4215
-3994,1184
-2164,-3831
-1203,-4329
115,1390
790,1519
-582,-1051
705,1005
-492,497
655,1160
-753,-1781
-4444,848
-579,-3318
469,1079
-444,-1583
-597,-1055
445,1435
-2863,-4197
-23,-1270
1033,1531
851,1491
-2202,-4841
-3096,-4471
71,447
-4641,504
576,1061
-2270,316
484,585
-1501,-2947
-2882,-4448
-3618,1687
253,594
322,1316
-1774,-3114
-2475,-3424
-4156,1239
580,1219
-176,-738
-1552,-2188
-3094,321
-2856,-3506
-331,-3505
-827,-1617
-1843,-4579
-1896,-4084
-1916,1580
-2148,769
-16,466
-4961,915
-314,-3217
-1581,-3793
-4342,-4954
-1844,-3101
-812,672
-1970,-3755
-1966,442
662,731
-994,453
-1743,878
-2102,-4858
736,1464
326,446
-4795,1284
377,424
-831,-1706
-1594,-1639
479,860
-4235,1360
4,948
-4243,369
-3927,717
-1540,-4295
723,844
-4208,1341
-951,-4069
-3271,-4522
-469,-4180
-2595,-4853
-3406,-3853
-1669,-4359
-878,-1405
313,868
-2163,-3688
-1076,-3060
-566,-3408
-3770,620
-2004,-3962
-2071,349
-4807,1235
-3785,572
-2626,-2903
785,821
-652,-4811
-135,200
640,968
-1680,-2692
-62,-1637
263,1124
-2256,595
-385,1338
-1548,1109
891,1402
-240,1229
-661,1400
-1735,-2581
-1613,1455
530,1063
197,886
548,981
-242,1350
-1575,1087
-19,-2391
-702,-2347
567,1187
-1873,-3527
-239,-2374
-943,-3695
-2761,625
-4254,-4316
-858,-1061
-1831,-2924
-32,-2951
-3448,735
-406,-1329
-1073,-1671
-2872,-4447
597,899
514,660
-232,-450
-650,-4428
473,1543
-963,708
